UniProtID	GeneSymbol	P value	FDR	Log2 FC	FDR2
Q5TBB1	RNASEH2B	0.000263379	0.000571825	0.508793881	3.242736861
Q5TBC7	BCL2L15	7.33E-07	3.03E-06	-0.591159648	5.518557371
Q5TC63	GRTP1	0.009072709	0.011962993	0.239165444	1.922160151
Q5TCU3	TPM2	0.00594635	0.008394847	-1.324213902	2.075987215
Q5TDE9	C1orf57	0.028281094	0.031215068	-0.435449967	1.505635715
Q5TDH0	DDI2	0.012942617	0.01620313	0.023869566	1.790401084
Q5TEC6	HIST2H3PS2	8.68E-05	0.000216104	-0.467557803	3.665337194
Q5TFE4	NT5DC1	0.025598402	0.028861127	-1.001191803	1.539686714
Q5TZA2	CROCC	0.005827635	0.008249821	-0.676320996	2.083555474
Q5U5Z3	PNMA2	1.51E-09	1.06E-08	-1.05111227	7.974694135
Q5VU08	ADD3	8.76E-14	1.28E-12	-0.886162813	11.89279003
Q5VW32	BROX	0.016451402	0.019880367	-0.445989142	1.701575603
Q5VW36	FOCAD	2.84E-08	1.59E-07	-1.107657262	6.798602876
Q5VYK3	ECM29	0.005085258	0.007339841	0.275341716	2.134313348
Q5VYY1	ANKRD22	2.16E-05	6.26E-05	0.499070372	4.203425667
Q5W009	RBM17	2.99E-06	1.07E-05	1.067406789	4.970616222
Q5XKE5	KRT79	3.65E-05	9.96E-05	-0.529277575	4.001740662
Q63ZY3	KANK2	7.38E-13	9.17E-12	-1.646974645	11.03763066
Q643R3	LPCAT4	9.79E-10	7.13E-09	-0.686447879	8.14691047
Q658S9	DKFZp666I134	1.67E-07	7.97E-07	-0.820460535	6.098541679
Q658Y4	FAM91A1	1.31E-06	5.12E-06	0.66677977	5.290730039
Q68CK6	ACSM2B	0.000359965	0.000746326	-0.596583462	3.127071428
Q68CZ2	TNS3	0.00010595	0.000258218	-0.420147789	3.588013487
Q68D91	MBLAC2	0.000354791	0.000738194	1.816634724	3.131829489
Q69YL0	NCBP2-AS2	0.006528076	0.00906726	-1.207592721	2.042523931
Q6FGM0	SH3GL1	2.63E-05	7.44E-05	-0.412009302	4.128427064
Q6FI30	NFIC	4.98E-08	2.67E-07	-1.05778104	6.573488739
Q6FI37	IDH1	0.023191329	0.026582879	-0.396957197	1.575397986
Q6FI81	CIAPIN1	0.000547641	0.001086856	0.422556216	2.963827993
Q6FIA3	PACSIN2	3.87E-06	1.36E-05	-0.95798039	4.866461092
Q6FIF1	DNAJB9	0.029786439	0.032620734	0.937190833	1.486506271
Q6GMV3	PTRHD1	2.83E-05	7.93E-05	-0.719663389	4.100726813
Q6GMX6	IGH@	4.52E-06	1.56E-05	-1.477734111	4.806875402
Q6IA17	SIGIRR	0.000149968	0.000349361	-0.501920226	3.456725578
Q6IA69	NADSYN1	0.020819001	0.024277072	-0.397074691	1.614803694
Q6IAA8	LAMTOR1	0.002839856	0.004458517	0.27186388	2.350809573
Q6IAH1	JDP1	0.001922869	0.003205802	-0.651501913	2.494063304
Q6IBR2	FARSLA	0.019224067	0.022716684	0.07529717	1.643655063
Q6ICL3	TANGO2	0.005037727	0.007284822	-0.323269279	2.137581055
Q6ICQ4	RPLP1	0.000389112	0.000797808	0.609313649	3.098101613
Q6IQ30	PABPC4	8.72E-06	2.82E-05	0.573591814	4.549750892
Q6KB66	KRT80	0.030177321	0.032951945	-4.31909296	1.482118946
Q6MZX7	DKFZp686M24218	0.000144338	0.00033777	-0.521030744	3.471378926
Q6N041	DKFZp686O16217	4.05E-22	2.13E-20	-2.245591146	19.6716204
Q6N092	DKFZp686K18196	2.52E-22	1.47E-20	-1.459477822	19.83268267
Q6N095	DKFZp686K03196	1.59E-05	4.80E-05	-1.107053131	4.318758763
Q6NUM9	RETSAT	1.11E-14	1.87E-13	-1.201007265	12.72815839
Q6NVY1	HIBCH	0.000302107	0.00064151	-0.758976957	3.192796569
Q6NW40	RGMB	0.027433437	0.030518837	-2.074272699	1.51543202
Q6NZI2	CAVIN1	2.18E-12	2.51E-11	-1.261898968	10.60032628
Q6NZY1	TPSB2	5.10E-32	1.52E-29	-2.354675777	28.81815641
Q6P1N0	CC2D1A	0.018494441	0.021980342	-0.569235118	1.657965555
Q6P2Q9	PRPF8	0.049212501	0.04946815	-0.61969545	1.305674331
Q6P4E1	CASC4	0.000588236	0.00115557	-3.117115531	2.937203741
Q6P4Q7	CNNM4	0.000405032	0.000826073	-0.384426271	3.082981572
Q6P528	ASPN	5.05E-12	5.54E-11	-0.853501427	10.25649024
Q6P589	TNFAIP8L2	0.00453323	0.00664845	-1.878669661	2.177279593
Q6P5S8	IGK@	0.007835912	0.010551439	-0.567432339	1.976688307
Q6P996	PDXDC1	3.65E-05	9.96E-05	-0.706143973	4.001740662
Q6P9B9	INTS5	0.000596405	0.001167914	0.052278933	2.932589136
Q6PIK1	IGL@	2.39E-14	3.88E-13	-1.529028834	12.41116827
Q6PJ77	BTF3L4	0.002434084	0.003920876	-0.266961299	2.406616892
Q6PKG0	LARP1	5.75E-06	1.93E-05	0.027337102	4.714442691
Q6R327	RICTOR	0.022969241	0.026377141	-0.817734834	1.578772279
Q6RFH5	WDR74	0.00065297	0.001258243	-0.317205548	2.900235477
Q6RW13	AGTRAP	2.86E-07	1.28E-06	0.914686106	5.89279003
Q6UW02	CYP20A1	0.000263896	0.000572243	-0.566987557	3.242419511
Q6UWM9	UGT2A3	7.89E-18	2.18E-16	-1.798711544	15.66154351
Q6UWP7	LCLAT1	0.020561426	0.024021953	-0.425035618	1.619391687
Q6UX71	PLXDC2	0.000737051	0.001400803	-1.262143465	2.853622937
Q6UX82	LYPD8	0.008796587	0.011648517	-0.413883904	1.933729362
Q6V0I7	FAT4	2.65E-10	2.17E-09	-1.470022213	8.663540266
Q6WKZ4	RAB11FIP1	2.51E-05	7.12E-05	-1.38602853	4.147520006
Q6XQN6	NAPRT	0.000210959	0.000469877	-0.444977633	3.328015813
Q6YHU6	THADA	0.00050937	0.001014807	-1.121680643	2.993616546
Q6YN16	HSDL2	0.01263323	0.015899383	-0.453661557	1.798619729
Q6ZMI0	PPP1R21	0.010271657	0.013311448	-0.505404064	1.8757747
Q6ZNA5	FRRS1	0.0155719	0.018965618	0.910091836	1.722033001
Q6ZNX2		0.003187573	0.004920247	-1.446351643	2.308013095
Q6ZQP0		2.52E-08	1.42E-07	-0.947890029	6.847711656
Q709C8	VPS13C	7.23E-07	2.99E-06	-1.462963771	5.524328812
Q71MG1	FP630	6.76E-05	0.000173278	-1.202454009	3.761256573
Q71RE8		0.000102644	0.000251015	-0.684652165	3.600300325
Q71RS6	SLC24A5	0.010323254	0.013356359	-0.042107438	1.874311916
Q71U36	TUBA1A	0.006156879	0.008644761	0.126825153	2.063247009
Q75MR5	TOM7	0.000344248	0.000719157	0.511002946	3.143176288
Q75QN2	INTS8	0.000333017	0.000697107	-1.52955594	3.156700556
Q7L014	DDX46	0.048757276	0.049090252	-0.64031579	1.309004738
Q7L0Y3	TRMT10C	0.003898773	0.005836848	0.180875017	2.233821616
Q7L5D6	GET4	0.011664039	0.014836428	0.269463711	1.828670647
Q7L5N7	LPCAT2	3.72E-05	0.000101198	0.511640208	3.99482807
Q7L7V1	DHX32	0.00320263	0.004933006	0.273666096	2.306888356
Q7L9B9	EEPD1	0.000313842	0.000662792	-0.712594492	3.178622742
Q7LBR1	CHMP1B	0.005011502	0.007250285	0.370347622	2.139644921
Q7Z2I8	DKFZp686A24188	0.000392159	0.000802933	-0.68656254	3.095320693
Q7Z379	DKFZp686K04218	3.27E-07	1.44E-06	-1.271349008	5.841637508
Q7Z3B1	NEGR1	7.26E-10	5.47E-09	-1.854745586	8.262012674
Q7Z4V5	HDGFL2	0.001771262	0.002996566	0.792983995	2.523376152
Q7Z4W1	DCXR	1.46E-06	5.61E-06	-0.64192446	5.251037139
Q7Z4X2		0.006197076	0.008693316	-0.534493795	2.060814534
Q7Z4Y4	AK3	0.001018534	0.001850576	-0.536904164	2.732693074
Q7Z5P4	HSD17B13	0.049002209	0.049303402	0.150679808	1.307123113
Q7Z7E8	UBE2Q1	0.006636394	0.009183878	-0.867432015	2.036973894
Q7Z7K6	CENPV	0.001571866	0.002700609	1.008828975	2.568538289
Q7Z7M5	SOD2	1.47E-07	7.15E-07	0.995033305	6.145693958
Q86SX6	GLRX5	0.002258468	0.003683991	0.181867053	2.433681439
Q86TM6	SYVN1	0.042649863	0.044132345	-1.140313306	1.355242995
Q86TT2		0.035742745	0.037936078	-0.809170754	1.42094757
Q86TX2	ACOT1	9.31E-07	3.77E-06	-0.571130004	5.42365865
Q86U42	PABPN1	7.26E-06	2.39E-05	0.664571176	4.621602099
Q86U75		0.00095819	0.001753284	-0.799088268	2.75614773
Q86U90	YRDC	0.000775828	0.001462829	0.704652094	2.834806439
Q86UA3	C12orf10	0.034870569	0.037176061	0.355331598	1.429736628
Q86V81	ALYREF	0.000262124	0.000569499	0.196723534	3.244507034
Q86VB7	CD163	0.035373299	0.037595515	0.022414554	1.424863962
Q86VP6	CAND1	0.04812624	0.04851802	0.132983308	1.314096931
Q86VS8	HOOK3	0.024447953	0.027827522	-1.494822406	1.555525465
Q86W42	THOC6	0.000997858	0.001819417	0.438871086	2.740067752
Q86W92	PPFIBP1	3.48E-08	1.92E-07	-0.935600128	6.716698771
Q86WZ0	HEATR4	0.032754888	0.035358833	-1.245197546	1.451502077
Q86X76	NIT1	0.005447368	0.007761184	-0.694216528	2.11007202
Q86XE5	HOGA1	5.53E-06	1.86E-05	-0.9417141	4.730487056
Q86Y56	DNAAF5	0.000626032	0.00121746	-1.36307816	2.914545299
Q86YA3	ZGRF1	0.000347347	0.000724653	-1.21052321	3.139869906
Q86YQ1	HBA2	1.37E-05	4.22E-05	-1.087809641	4.374687549
Q86YQ4	HBA1	1.35E-06	5.26E-06	-0.980737601	5.279014256
Q86Z22	HEL-S-297	0.00733971	0.009975304	0.128270614	2.00107386
Q8IUE6	HIST2H2AB	0.033975237	0.036422206	-0.593039367	1.438633754
Q8IV36	HID1	0.004044199	0.006010965	0.273247394	2.221055801
Q8IV50	LYSMD2	0.000210336	0.000469504	-1.492734456	3.328360703
Q8IVS2	MCAT	0.024887695	0.028255337	-0.42942477	1.548899509
Q8IWA5	SLC44A2	5.42E-09	3.41E-08	-1.310268346	7.467245621
Q8IWV7	UBR1	0.002342531	0.003801089	-2.341070298	2.420091962
Q8IWY7	TTBK2	0.006348142	0.008864529	-1.866450713	2.052344335
Q8IX12	CCAR1	0.01505367	0.018435982	-0.591618449	1.734333725
Q8IX18	DHX40	2.90E-05	8.10E-05	-1.260000141	4.091514981
Q8IXI1	RHOT2	0.003811886	0.005726152	-0.327182954	2.242137128
Q8IXI2	RHOT1	0.00257148	0.004103557	1.213311922	2.38683953
Q8IXK1	CD93	0.00530356	0.007608814	-0.329374701	2.118683032
Q8IXM3	MRPL41	0.008459488	0.011245417	-0.392788564	1.949024436
Q8IYS2	KIAA2013	0.003657458	0.00554258	-0.193519484	2.25628803
Q8IZL8	PELP1	9.53E-05	0.000234872	-0.211363235	3.629168754
Q8N142	ADSSL1	0.003194486	0.004925363	0.734247477	2.307561756
Q8N1F7	NUP93	6.74E-07	2.80E-06	-2.415603834	5.552841969
Q8N1N1		0.000784865	0.001477168	-1.634792616	2.830570109
Q8N2K0	ABHD12	0.023311639	0.026681269	0.310450239	1.573793519
Q8N323	NXPE1	0.00185101	0.003105326	-0.399571776	2.5078928
Q8N335	GPD1L	6.62E-08	3.43E-07	-0.743517617	6.46470588
Q8N355	IGL@	6.99E-10	5.30E-09	-1.332882077	8.27572413
Q8N3D4	EHBP1L1	0.001966554	0.003269844	-0.525784678	2.485472966
Q8N3F8	MICALL1	0.040940333	0.042591153	-1.39079635	1.370680603
Q8N5C6	SRBD1	0.022996082	0.026398172	0.095666219	1.578426146
Q8N5G0	SMIM20	0.012824425	0.016094212	0.382254432	1.793330282
Q8N5I2	ARRDC1	0.002203686	0.003607938	0.733325575	2.442740934
Q8N5M1	ATPAF2	0.049399163	0.049607463	-0.380006456	1.304452983
Q8N684	CPSF7	0.04810107	0.04850844	0.062841478	1.314182692
Q8N6T3	ARFGAP1	0.001027282	0.001865376	0.186586553	2.729233615
Q8N766	EMC1	0.006034829	0.008504247	0.134606294	2.070364135
Q8N999	C12orf29	5.80E-05	0.000150537	0.257798976	3.822356743
Q8NB16	MLKL	0.029712368	0.03255113	0.065176913	1.48743393
Q8NC51	SERBP1	1.67E-09	1.17E-08	0.644249832	7.931814138
Q8NCL6		5.45E-05	0.000142653	-1.328017333	3.845719091
Q8NCM8	DYNC2H1	0.01273548	0.015997431	-0.941491701	1.795949754
Q8NCR1	VPS53	0.043780333	0.045091122	-0.285212578	1.345908958
Q8NE71	ABCF1	5.88E-06	1.97E-05	0.273763372	4.705533774
Q8NE86	MCU	0.000134517	0.000318399	-1.401881238	3.497028305
Q8NEJ9	NGDN	0.001589511	0.002727896	0.125286116	2.564172191
Q8NEW0	SLC30A7	0.030525042	0.033253178	-0.139599441	1.478166843
Q8NF91	SYNE1	0.002018238	0.003334679	0.1685133	2.476945965
Q8NFH3	NUP43	1.11E-08	6.66E-08	1.051022243	7.176525771
Q8NFJ5	GPRC5A	5.23E-13	6.78E-12	1.761509558	11.16877031
Q8NFU3	TSTD1	0.001183798	0.002112414	-0.459262507	2.675220963
Q8NFW8	CMAS	0.003206127	0.004935938	-0.330667795	2.306630304
Q8NHU6	TDRD7	0.000419756	0.000853853	-0.733231012	3.068616891
Q8NI22	MCFD2	0.040253086	0.042055963	0.612682985	1.376172418
Q8NI27	THOC2	0.000293971	0.000627679	0.239229849	3.202262401
Q8NI62	OK/KNS-cl.6	0.000355148	0.000738441	0.248044409	3.131684198
Q8TCA8	ANKRD5	0.000182799	0.000415222	-0.509290021	3.381719644
Q8TCJ2	STT3B	0.001759205	0.002983924	0.205669707	2.525212242
Q8TCS8	PNPT1	0.000291478	0.000623216	-0.299381364	3.205361405
Q8TCT7	SPPL2B	1.11E-11	1.15E-10	-0.878101684	9.93930216
Q8TD06	AGR3	2.22E-10	1.84E-09	-1.132811852	8.735182177
Q8TDB6	DTX3L	0.000935249	0.001715363	0.086725772	2.765643962
Q8TDN6	BRIX1	1.47E-06	5.65E-06	-0.387381591	5.247951552
Q8TE73	DNAH5	1.64E-12	1.93E-11	-0.785624648	10.71444269
Q8TED1	GPX8	0.030216541	0.032963499	-0.646114877	1.481966695
Q8TEM1	NUP210	3.25E-05	9.02E-05	-0.22106527	4.044793462
Q8TEX9	IPO4	0.03051782	0.033253178	0.109359122	1.478166843
Q8WTT2	NOC3L	0.015362018	0.018776219	-1.039592489	1.726391858
Q8WU39	MZB1	2.25E-08	1.28E-07	-0.772037035	6.89279003
Q8WU90	ZC3H15	0.000314304	0.000663317	0.474821531	3.178278872
Q8WUA4	GTF3C2	0.000176798	0.000402772	-1.403621024	3.394940728
Q8WUM4	PDCD6IP	0.021229733	0.024635402	-0.553668835	1.608440347
Q8WUP2	FBLIM1	0.009034047	0.01191709	-0.227988567	1.923829781
Q8WUW1	BRK1	0.019170589	0.022679458	-0.387932964	1.644367329
Q8WVY7	UBLCP1	0.000647381	0.001251119	-3.603194695	2.90270138
Q8WW12	PCNP	0.000580481	0.001141784	0.600281793	2.942416047
Q8WW22	DNAJA4	0.006017889	0.008488102	0.016800147	2.07118941
Q8WW59	SPRYD4	0.005419941	0.007736347	-1.145663112	2.111464059
Q8WXF1	PSPC1	0.000133771	0.000317604	0.397540425	3.498114037
Q8WXH0	SYNE2	7.89E-05	0.000197829	-1.26646334	3.703710044
Q8WXI4	ACOT11	1.93E-05	5.70E-05	-0.885246049	4.244125144
Q8WZ77	CAS1	0.009967212	0.012971202	1.439646379	1.887019777
Q92484	SMPDL3A	4.31E-10	3.43E-09	-1.405215807	8.46470588
Q92506	HSD17B8	0.002421854	0.003909312	-0.768862823	2.407899667
Q92508	PIEZO1	1.46E-10	1.23E-09	-1.655086246	8.910094889
Q92522	H1FX	0.025018456	0.028382975	0.37239781	1.546942085
Q92526	CCT6B	0.000729327	0.001389536	0.286894449	2.857130197
Q92542	NCSTN	3.75E-06	1.32E-05	1.641036005	4.879426069
Q92604	LPGAT1	0.001168189	0.002088172	0.465974234	2.680233732
Q92615	LARP4B	0.016837549	0.020267905	-0.438605624	1.69319114
Q92625	ANKS1A	7.58E-05	0.000191097	2.337818024	3.718746131
Q92626	PXDN	0.007170652	0.009784195	0.162183817	2.0094749
Q92629	SGCD	8.42E-05	0.00020998	-0.874920206	3.677822069
Q92667	AKAP1	0.031686064	0.034372829	-1.166477761	1.463784722
Q92688	ANP32B	0.000526535	0.001046312	0.09237036	2.980338794
Q92804	TAF15	0.048623425	0.048971413	0.138791403	1.310057365
Q92820	GGH	5.88E-05	0.000152422	0.721634458	3.816952344
Q92859	NEO1	0.006350622	0.008864529	-0.390397417	2.052344335
Q92882	OSTF1	0.03563768	0.037837537	0.079006727	1.422077141
Q92896	GLG1	0.033225099	0.035746047	-0.84141324	1.446771978
Q92917	GPKOW	1.53E-18	4.70E-17	-1.637170887	16.32790214
Q92945	KHSRP	2.85E-13	3.84E-12	0.745447358	11.41566878
Q93034	CUL5	0.00347606	0.005304033	-0.915892171	2.275393783
Q93052	LPP	0.000834719	0.001554928	-0.796181648	2.808289716
Q93084	ATP2A3	9.00E-10	6.63E-09	-1.081385285	8.178486472
Q969G5	CAVIN3	5.29E-10	4.13E-09	-1.20475303	8.384049948
Q969S3	ZNF622	0.027839896	0.030836937	0.158309998	1.510928766
Q969U7	PSMG2	0.042512247	0.04401937	-0.666923846	1.356356177
Q969V3	NCLN	0.000466012	0.000934438	-1.462022321	3.029449509
Q969X5	ERGIC1	0.008355978	0.011137691	-0.700003639	1.953204835
Q96AB3	ISOC2	0.00140228	0.002456965	-0.431376453	2.60960103
Q96AG4	LRRC59	0.007843289	0.010551439	0.126065524	1.976688307
Q96AQ9	FAM131C	0.000455385	0.0009158	-0.374943889	3.038199361
Q96B26	EXOSC8	0.003147976	0.00486334	1.073206496	2.313065367
Q96BW9	TAMM41	0.001918858	0.003202301	0.693536427	2.494537849
Q96C01	FAM136A	0.007083121	0.00969467	-0.985729811	2.013466969
Q96C23	GALM	2.94E-06	1.05E-05	-0.866534416	4.978810701
Q96C90	PPP1R14B	3.31E-05	9.15E-05	0.745576332	4.038578906
Q96CG8	CTHRC1	3.97E-07	1.72E-06	2.1028199	5.764471553
Q96CM8	ACSF2	1.80E-11	1.76E-10	-0.660772799	9.754487332
Q96CN7	ISOC1	0.000155693	0.000360797	-0.438260474	3.442737082
Q96D15	RCN3	3.66E-23	2.52E-21	2.66705272	20.59859946
Q96DC9	OTUB2	0.040257996	0.042055963	0.271653493	1.376172418
Q96ED9	HOOK2	0.01908428	0.022594619	0.320726068	1.645994978
Q96EH3	MALSU1	0.005657932	0.008038989	1.049489528	2.094798566
Q96ER9	CCDC51	0.000521886	0.001039074	-1.352451259	2.983353522
Q96EY7	PTCD3	0.025152871	0.028472866	-1.534858636	1.545568816
Q96FJ2	DYNLL2	0.000422144	0.000856572	-0.466398733	3.067236126
Q96FQ6	S100A16	3.49E-05	9.59E-05	-0.39223934	4.018181393
Q96GW9	MARS2	1.41E-06	5.44E-06	1.05775154	5.2644011
Q96HA9	PEX11G	0.001534582	0.002646541	-0.3246324	2.577321374
Q96HN2	AHCYL2	6.32E-06	2.09E-05	-2.458805133	4.679853714
Q96HQ2	CDKN2AIPNL	1.82E-13	2.51E-12	1.04651724	11.60032628
Q96HR8	NAF1	1.83E-09	1.27E-08	0.725874496	7.896196279
Q96HS1	PGAM5	6.90E-05	0.000176515	-0.091701364	3.753218383
Q96HY6	DDRGK1	0.0044043	0.006480852	0.044354369	2.188367896
Q96I59	NARS2	0.015931676	0.01932777	0.167596236	1.713818251
Q96IS6	HSPA8	2.96E-05	8.26E-05	0.789388759	4.083019953
Q96IU4	ABHD14B	0.001451563	0.002529003	-0.455130194	2.597050655
Q96IZ0	PAWR	0.002593812	0.004130886	0.441174457	2.38395679
Q96J01	THOC3	0.004184571	0.006193911	0.240164078	2.208035039
Q96JB5	CDK5RAP3	0.018700285	0.022199419	-0.892463633	1.653658392
Q96K76	USP47	0.028169148	0.031102597	-0.589132173	1.507203347
Q96KB5	PBK	0.000811894	0.001517888	0.521566318	2.818760272
Q96KD0	HSP714	8.41E-08	4.27E-07	-0.640195207	6.369572125
Q96KP4	CNDP2	0.000152396	0.000354219	-0.592346157	3.450728147
Q96N66	MBOAT7	0.035793256	0.037963659	-0.348803264	1.420631936
Q96NN9	AIFM3	0.000169625	0.000389874	-0.586541296	3.409075726
Q96P70	IPO9	0.00070592	0.001349925	0.137828684	2.86969036
Q96PD5	PGLYRP2	1.03E-06	4.12E-06	-0.934962451	5.385102784
Q96PE7	MCEE	8.09E-08	4.13E-07	-0.667840028	6.384049948
Q96PY5	FMNL2	0.001232358	0.002194008	-0.241812665	2.658761793
Q96PZ0	PUS7	3.85E-08	2.08E-07	-1.196776802	6.681936665
Q96Q05	TRAPPC9	0.007643672	0.010338492	-1.052943597	1.985542804
Q96QS0		8.37E-10	6.20E-09	-0.966853454	8.207608311
Q96QS6	PSKH2	1.45E-05	4.43E-05	-0.750029304	4.353596274
Q96RS6	NUDCD1	0.00128331	0.002272956	-0.038512151	2.643408971
Q96S19	METTL26	0.045946895	0.046747153	-0.852194456	1.330244833
Q96SB0		7.00E-09	4.32E-08	-0.655751582	7.364516253
Q96SB4	SRPK1	0.003974369	0.005929949	-1.403033722	2.226949042
Q96SQ9	CYP2S1	0.001559977	0.002684652	0.861761883	2.571112002
Q96ST2	IWS1	3.78E-05	0.000102619	0.580312275	3.988772222
Q96SZ5	ADO	1.63E-07	7.82E-07	1.381096135	6.106793247
Q96TA2	YME1L1	0.005779654	0.008196889	-2.113943374	2.086350946
Q99426	TBCB	0.019703406	0.02323876	0.038045794	1.633787049
Q99442	SEC62	0.028133787	0.031074636	0.01611186	1.50759395
Q99460	PSMD1	0.035229865	0.037481671	-0.092643113	1.426181056
Q99471	PFDN5	0.00010443	0.000255182	-0.395061086	3.593149963
Q99487	PAFAH2	0.045561442	0.046477174	-0.558289256	1.332760287
Q99543	DNAJC2	3.75E-05	0.000102047	0.080796646	3.991199758
Q99567	NUP88	0.000787444	0.001481122	0.249908994	2.829409167
Q99584	S100A13	0.01206788	0.015287298	-0.589361557	1.815669269
Q99700	ATXN2	1.42E-05	4.37E-05	-1.760572269	4.359518563
Q99720	SIGMAR1	0.000102468	0.000250784	0.720121722	3.600700175
Q99735	MGST2	0.002264665	0.003690212	-0.375687356	2.432948683
Q99766	ATP5S	0.004954001	0.007177159	-0.572661195	2.144047432
Q99795	GPA33	3.44E-15	6.31E-14	-1.485582469	13.19997064
Q99808	SLC29A1	2.58E-07	1.17E-06	1.207364722	5.931814138
Q99832	CCT7	0.000476444	0.000954122	0.222354696	3.02039609
Q99880	HIST1H2BL	0.000800652	0.001502315	0.218465244	2.823238996
Q9BQ39	DDX50	1.57E-10	1.32E-09	1.197352145	8.879426069
Q9BQ61	C19orf43	2.91E-06	1.04E-05	0.61395726	4.982966661
Q9BQ67	GRWD1	1.48E-09	1.05E-08	0.831896981	7.978810701
Q9BQG0	MYBBP1A	0.006257736	0.008766494	-1.273225571	2.05717406
Q9BQS8	FYCO1	0.000374194	0.000771389	0.140990974	3.112726558
Q9BQT8	SLC25A21	0.044932687	0.045896271	0.167824863	1.338222599
Q9BR39	JPH2	0.025695882	0.028960484	-1.146395841	1.538194184
Q9BR63	FARSB	0.043714376	0.045038172	0.115953198	1.346419245
Q9BRJ6	C7orf50	1.72E-12	2.01E-11	1.528925836	10.69680394
Q9BRP8	PYM1	0.000209149	0.00046719	0.372228675	3.330506462
Q9BRQ8	AIFM2	0.012015745	0.015233721	-0.795346004	1.817194003
Q9BRT2	UQCC2	0.001683567	0.002870221	0.196260448	2.542084662
Q9BRX8	FAM213A	1.05E-05	3.32E-05	-0.470045149	4.478861916
Q9BSH5	HDHD3	0.04780916	0.048292711	-0.551289871	1.316118414
Q9BSJ2	TUBGCP2	0.02805163	0.03102817	-1.761909143	1.508243838
Q9BT40	INPP5K	0.00042199	0.000856572	-0.792573133	3.067236126
Q9BTT0	ANP32E	0.001290554	0.00228448	0.236769166	2.64121264
Q9BTY7	HGH1	0.009142382	0.012049729	-0.852832493	1.91902272
Q9BU02	THTPA	0.008173435	0.010949786	0.508173526	1.960594368
Q9BUJ2	HNRNPUL1	2.18E-08	1.24E-07	0.501622278	6.906578315
Q9BUM6		0.020370454	0.023838252	-0.643700981	1.622725594
Q9BUP0	EFHD1	0.007090433	0.009700389	0.187710683	2.01321085
Q9BVI4	NOC4L	0.026955301	0.03010592	-1.337833514	1.521348097
Q9BVJ6	UTP14A	0.012215625	0.015430264	-1.770285281	1.811626643
Q9BVM2	DPCD	3.15E-05	8.76E-05	0.284636227	4.057495894
Q9BW04	SARG	0.046125188	0.046913135	-1.624914128	1.328705544
Q9BW27	NUP85	4.57E-06	1.57E-05	0.4188135	4.804100348
Q9BWU5	HBB	5.48E-20	2.18E-18	-1.267812887	17.66154351
Q9BX66	SORBS1	1.26E-07	6.22E-07	-1.565290763	6.206209615
Q9BX67	JAM3	0.000298961	0.000635731	0.829760449	3.196726611
Q9BXJ9	NAA15	0.00109578	0.001977001	-1.156836865	2.703993111
Q9BXP5	SRRT	0.000170246	0.000390432	0.189628477	3.408454595
Q9BXW7	HDHD5	0.027451298	0.030527736	-0.358767782	1.515305403
Q9BXX0	EMILIN2	1.86E-06	6.99E-06	-2.316771696	5.155522824
Q9BY44	EIF2A	6.44E-08	3.34E-07	0.65484989	6.476253533
Q9BYC9	MRPL20	0.047288764	0.047876394	0.108072005	1.319878568
Q9BYG3	NIFK	2.18E-12	2.51E-11	1.285044	10.60032628
Q9BYX7	POTEKP	0.003706963	0.005595689	-0.876300046	2.252146431
Q9BZ67	FRMD8	0.045814198	0.04668886	-2.473899558	1.33078673
Q9C005	DPY30	0.033731176	0.03619817	0.332809716	1.441313385
Q9C0D5	TANC1	0.027790726	0.030805617	-1.252964713	1.511370088
Q9GZL9	HBB	1.24E-10	1.06E-09	-1.51280384	8.974694135
Q9GZM7	TINAGL1	3.35E-15	6.21E-14	-0.889772579	13.2069084
Q9GZP4	PITHD1	0.006966863	0.009565148	-0.420900363	2.019308306
Q9GZS1	POLR1E	7.45E-06	2.44E-05	-1.336123349	4.612610174
Q9GZT3	SLIRP	9.79E-06	3.13E-05	0.426187401	4.504455662
Q9GZT6	CCDC90B	1.09E-07	5.41E-07	1.975516209	6.266802735
Q9H008	LHPP	4.74E-05	0.000126245	-0.907450947	3.898785813
Q9H009	NACA2	0.000100655	0.000246932	0.689527798	3.607422626
Q9H074	PAIP1	0.000575014	0.001133192	0.34955393	2.9456965
Q9H0C8	ILKAP	0.01980499	0.023323032	-1.49051103	1.632214992
Q9H0D6	XRN2	0.039786882	0.041635186	-1.450756595	1.380539491
Q9H0U4	RAB1B	0.030113988	0.032921224	-0.310847101	1.482524026
Q9H1C4	UNC93B1	0.000608106	0.001187821	0.572454616	2.925249001
Q9H1E5	TMX4	0.002713852	0.004299942	-0.722030073	2.366537402
Q9H1Z4	WDR13	0.000134197	0.000318018	-1.246572999	3.497548298
Q9H269	VPS16	0.010408993	0.0134388	-0.995696606	1.871639509
Q9H2A2	ALDH8A1	0.031670395	0.034367873	-1.182013199	1.463847345
Q9H2U1	DHX36	0.014566656	0.017938889	-0.262043311	1.746204457
Q9H2U2	PPA2	1.72E-08	1.00E-07	-0.578861425	7
Q9H307	PNN	0.003805829	0.005719828	0.445444763	2.242617031
Q9H329	EPB41L4B	0.00073667	0.001400803	0.262068299	2.853622937
Q9H3K6	BOLA2	3.74E-08	2.03E-07	0.608998514	6.692503962
